crime_rate,police_per_10k,population_thousands,poverty_rate,unemployment_rate,young_male_share,downtown,municipal_budget,police_grant,academy_distance,historical_station_density
42.72255817784546,27.12302958451504,212.8174918212663,10.995826071953532,6.615909769178566,0.09494332700624747,0,11.425333506083959,0,16.270042096286087,2.9408057325307277
54.689090988933984,21.195675032041862,223.1399728868208,15.849699377733147,12.158886977279584,0.12263733930595479,0,10.108455207570504,0,18.92364117815602,1.9505258487531936
33.924861669784775,33.33626114546103,45.486687026250856,5.561414446292986,8.260975336453745,0.09080227679297816,1,11.342358954149065,1,8.998190181795614,1.7522970996580496
49.836608761353325,23.75677864874059,146.34624530337453,15.624486589441407,8.467484795502,0.12901263253215867,0,7.325812247049157,0,18.881880981634367,1.2474348351664295
50.09718324422916,24.47526953197868,86.56034021971789,8.818709704208297,7.532663776333058,0.14411467979752454,0,8.23591609375606,1,22.629606564620502,2.0033621238511157
35.199443321813284,19.490259158103242,175.89380163366698,12.20202661132384,8.024475301848776,0.1192818243474494,0,13.053223743980709,0,42.385843590395226,0.5161266510120128
63.14340227396249,29.033223061403483,102.39297940880479,21.350287157313005,7.546657919142736,0.09199263672999924,1,9.273152594495745,0,12.592526336057826,1.6404911081877245
52.79092077966706,16.347393432631335,65.09710989334383,14.764881860495944,5.565813630421179,0.11555426435385913,0,7.559043315141174,0,27.961879845085626,1.4700770356265103
56.70105153941236,22.8139445661904,73.12737066693525,18.316163296562166,5.7280988990808765,0.1702631072415408,0,7.781441506006596,1,10.609037006588336,1.685041106094369
47.2633854396108,28.899704724351125,202.53023869725482,24.8044421018123,9.640182183141398,0.11320969179457552,0,10.543775696561507,1,22.643660407533687,1.9831312223100055
54.82169609286217,24.600059716068966,108.45346513431511,15.535866788934037,11.030598921974276,0.09993343700887479,0,10.346787093980707,1,28.73676357660883,1.4410683860025306
42.55301965282931,25.211547317615885,247.13533846084025,13.013703018092365,9.418877956907966,0.1346737067658497,0,12.088181021375572,1,24.829333230995243,2.0631914169146013
66.4375836140805,33.89138073166893,102.35197869346273,28.785993786736622,9.910932540595796,0.09636813797116714,1,9.84296560456812,1,16.56536895812572,0.8481300976501329
35.122724586087884,27.46142279677451,177.86047146113987,11.225038140790785,6.750585440124677,0.10769906028801648,1,11.417456956154862,0,23.42978730069044,2.38565977795204
71.01356435202644,26.425732631583397,83.2807541279958,24.78458885576255,9.853827166352334,0.1670524777336254,0,10.011126798824408,1,16.569405243153653,1.326931646543205
63.52760717012616,26.5213500708881,64.96290580126364,16.932613680257695,9.72028839758384,0.09153073380842597,0,9.268898405269077,0,13.166303858707185,1.6308387158343403
37.10816354491697,18.566684897237266,219.39183683189728,7.161595399537243,9.975229765910413,0.11269831281967477,0,9.922221800680385,0,17.350766596112614,1.8867426901768223
70.36751248566931,35.03233760303061,21.75153347226572,25.488665465714988,10.126639689448494,0.12121565085588587,1,7.65647134580214,1,13.379272979058573,2.231975477143385
